Email;Event;EyeCenter0X;EyeCenter0Y;EyeCenter0Z;EyeCenter1X;EyeCenter1Y;EyeCenter1Z;Framecount;GazeConfidence;GazeDistance;GazeNormal0X;GazeNormal0Y;GazeNormal0Z;GazeNormal1X;GazeNormal1Y;GazeNormal1Z;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HeadCameraRotTravelX;HeadCameraRotTravelY;HeadCameraRotTravelZ;LeftControllerPosTravelX;LeftControllerPosTravelY;LeftControllerPosTravelZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerRotTravelX;LeftControllerRotTravelY;LeftControllerRotTravelZ;LocalGazeDirectionX;LocalGazeDirectionY;LocalGazeDirectionZ;PupilTime;PupilTimeSample;RightControllerLaserPosTravelX;RightControllerLaserPosTravelY;RightControllerLaserPosTravelZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerPosTravelX;RightControllerPosTravelY;RightControllerPosTravelZ;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerRotTravelX;RightControllerRotTravelY;RightControllerRotTravelZ;SessionID;Timestamp;UnityToPupilTimeOffset;ViewportLowerLeftX;ViewportLowerLeftY;ViewportLowerLeftZ;ViewportLowerMiddleX;ViewportLowerMiddleY;ViewportLowerMiddleZ;ViewportLowerRightX;ViewportLowerRightY;ViewportLowerRightZ;ViewportUpperLeftX;ViewportUpperLeftY;ViewportUpperLeftZ;ViewportUpperMiddleX;ViewportUpperMiddleY;ViewportUpperMiddleZ;ViewportUpperRightX;ViewportUpperRightY;ViewportUpperRightZ;WorldGazeDirectionX;WorldGazeDirectionY;WorldGazeDirectionZ;WorldGazeHitObjectIsMole;WorldGazeHitObjectIsWall;WorldGazeHitObjectMoleID;WorldGazeHitObjectName;WorldGazeHitPositionX;WorldGazeHitPositionY;WorldGazeHitPositionZ;WorldGazeOriginX;WorldGazeOriginY;WorldGazeOriginZ
test@gmail.com;Sample;NULL;NULL;NULL;NULL;NULL;NULL;7665;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0152;1.2124;-0.2067;353.2012;8.7794;1.0392;0.3889;0.1566;0.0411;0.0004;0.0004;0.0001;-0.2756;0.8858;0.2448;328.0638;336.9801;17.5370;0.0582;0.0493;0.0060;NULL;NULL;NULL;NULL;NULL;0.0141;0.1821;0.0127;1.3431;2.8589;6.3391;0.0000;0.0000;0.0000;0.0015;0.0109;0.0040;0.2904;1.0700;0.3044;323.1284;355.9387;4.7763;1.7042;0.7346;0.1042;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:53.0430;NULL;-1.7296;-0.0117;4.5789;0.7789;-1.5880;3.8324;3.3776;0.2950;3.6829;-2.4885;3.3031;5.0187;0.8867;5.7293;5.2045;3.3518;3.3663;3.8503;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
test@gmail.com;Sample;NULL;NULL;NULL;NULL;NULL;NULL;7666;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0149;1.2130;-0.2072;352.8558;8.6237;1.0285;0.3454;0.1558;0.0107;0.0004;0.0003;0.0000;-0.2752;0.8862;0.2448;328.0276;337.0333;17.5943;0.0362;0.0532;0.0572;NULL;NULL;NULL;NULL;NULL;0.0313;0.1805;0.0123;1.3117;3.0394;6.3268;0.0000;0.0000;0.0000;0.0027;0.0119;0.0047;0.2877;1.0818;0.2997;321.5970;355.0247;5.5035;1.5315;0.9140;0.7272;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:53.0730;NULL;-1.7421;0.0164;4.5809;0.7695;-1.5625;3.8507;3.3673;0.3214;3.6970;-2.5046;3.3331;4.9988;0.8683;5.7628;5.1792;3.3389;3.3937;3.8460;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
test@gmail.com;Sample;0.0325;0.0034;-0.0163;-0.0370;-0.0061;0.0141;7667;0.9291;0.0611;-0.0551;0.4018;0.9141;0.8123;0.4440;0.3782;0.0145;1.2134;-0.2076;352.5563;8.4542;1.0817;0.2995;0.1694;0.0531;0.0003;0.0001;0.0000;-0.2748;0.8863;0.2448;327.9830;336.9996;17.5580;0.0446;0.0336;0.0363;0.4718;0.4920;0.7317;270285.302063;270285.208632;0.0516;0.1919;0.0113;1.2601;3.2313;6.3156;0.0000;0.0000;0.0000;0.0028;0.0090;0.0042;0.2849;1.0908;0.2955;320.3174;354.1772;5.9130;1.2795;0.8475;0.4095;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:53.1082;270113.136469653;-1.7541;0.0379;4.5815;0.7623;-1.5404;3.8664;3.3573;0.3471;3.7105;-2.5233;3.3554;4.9805;0.8450;5.7917;5.1582;3.3233;3.4200;3.8439;0.5545;0.5914;0.5855;NULL;TRUE;-1;Wall Manager;5.6171;3.7134;6.6306;0.0145;1.2134;-0.2076
test@gmail.com;Sample;0.0325;0.0034;-0.0163;-0.0370;-0.0061;0.0141;7668;0.9555;0.0560;-0.0504;0.4019;0.9143;0.8396;0.4497;0.3048;0.0143;1.2136;-0.2081;352.3880;8.2803;1.1569;0.1683;0.1740;0.0752;0.0002;0.0001;0.0002;-0.2746;0.8862;0.2451;327.9890;337.0258;17.6282;0.0060;0.0262;0.0702;0.5216;0.5056;0.6872;270285.329801;270285.2389425;0.0549;0.1471;0.0085;1.2052;3.3785;6.3071;0.0000;0.0000;0.0000;0.0036;0.0093;0.0043;0.2813;1.1001;0.2912;319.2845;353.1201;7.0285;1.0330;1.0571;1.1155;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:53.1362;270113.136469653;-1.7661;0.0481;4.5791;0.7551;-1.5278;3.8755;3.3472;0.3638;3.7220;-2.5421;3.3654;4.9669;0.8215;5.8079;5.1476;3.3076;3.4369;3.8469;0.5942;0.6025;0.5328;NULL;TRUE;-1;Wall Manager;5.6171;3.7134;6.6306;0.0143;1.2136;-0.2081
test@gmail.com;Sample;0.0325;0.0034;-0.0163;-0.0370;-0.0061;0.0141;7669;0.8995;0.0554;-0.0505;0.3898;0.9195;0.8336;0.4708;0.2889;0.0141;1.2137;-0.2082;352.3079;8.2238;1.0997;0.0801;0.0565;0.0572;0.0002;0.0001;0.0001;-0.2745;0.8861;0.2451;328.0571;337.0303;17.6041;0.0681;0.0045;0.0240;0.5211;0.5130;0.6821;270285.357375;270285.2642975;0.0410;0.2197;0.1745;1.1642;3.5982;6.4816;0.0000;0.0000;0.0000;0.0021;0.0060;0.0025;0.2792;1.1061;0.2888;318.7106;352.6223;8.2480;0.5739;0.4977;1.2195;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:53.1632;270113.136469653;-1.7725;0.0568;4.5787;0.7482;-1.5221;3.8803;3.3420;0.3672;3.7268;-2.5464;3.3753;4.9606;0.8190;5.8155;5.1414;3.3047;3.4406;3.8471;0.5926;0.6095;0.5266;NULL;TRUE;-1;Wall Manager;5.6171;3.7134;6.6306;0.0141;1.2137;-0.2082
test@gmail.com;Sample;0.0325;0.0034;-0.0163;-0.0370;-0.0061;0.0141;7670;0.9847;0.0540;-0.0525;0.3857;0.9211;0.8377;0.4748;0.2697;0.0140;1.2136;-0.2087;352.2941;8.2339;1.0419;0.0138;0.0101;0.0578;0.0003;0.0002;0.0001;-0.2741;0.8859;0.2452;328.0616;337.1239;17.5589;0.0045;0.0936;0.0452;0.5313;0.5162;0.6718;270285.393991;270285.273681;0.0399;0.1008;0.0021;1.1243;3.6990;6.4794;0.0000;0.0000;0.0000;0.0014;0.0055;0.0023;0.2779;1.1116;0.2865;317.9990;352.3912;8.4206;0.7115;0.2311;0.1726;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:53.2002;270113.136469653;-1.7735;0.0603;4.5788;0.7457;-1.5214;3.8809;3.3413;0.3655;3.7266;-2.5442;3.3796;4.9594;0.8235;5.8167;5.1392;3.3069;3.4389;3.8456;0.6017;0.6111;0.5144;NULL;TRUE;-1;Wall Manager;5.6171;3.7134;6.6306;0.0140;1.2136;-0.2087
test@gmail.com;Sample;0.0325;0.0034;-0.0163;-0.0370;-0.0061;0.0141;7671;1.0000;0.0531;-0.0488;0.3647;0.9298;0.8274;0.5071;0.2415;0.0139;1.2135;-0.2092;352.2926;8.2516;1.0945;0.0015;0.0177;0.0526;0.0007;0.0001;0.0002;-0.2734;0.8861;0.2450;327.9696;337.3201;17.5046;0.0920;0.1962;0.0543;0.5338;0.5265;0.6618;270285.428273;270285.3498245;0.0257;0.0928;0.0018;1.0986;3.7918;6.4776;0.0000;0.0000;0.0000;0.0008;0.0052;0.0018;0.2771;1.1168;0.2847;317.5110;352.5301;8.6936;0.4881;0.1389;0.2729;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:53.2342;270113.136469653;-1.7705;0.0580;4.5789;0.7498;-1.5212;3.8798;3.3436;0.3680;3.7245;-2.5441;3.3767;4.9602;0.8215;5.8167;5.1388;3.3065;3.4414;3.8439;0.6020;0.6205;0.5026;NULL;TRUE;-1;Wall Manager;5.6171;3.7134;6.6306;0.0139;1.2135;-0.2092
test@gmail.com;Sample;0.0322;0.0040;-0.0164;-0.0370;-0.0061;0.0141;7672;0.9486;0.0507;-0.0520;0.3795;0.9237;0.8466;0.4884;0.2117;0.0138;1.2134;-0.2097;352.2771;8.2737;1.0762;0.0155;0.0221;0.0183;0.0001;0.0001;0.0005;-0.2735;0.8862;0.2445;327.9687;337.2940;17.4972;0.0009;0.0262;0.0074;0.5607;0.5345;0.6324;270285.501151;270285.407609;0.0286;0.0369;0.1153;1.0700;3.8287;6.3623;0.0000;0.0000;0.0000;0.0001;0.0029;0.0006;0.2770;1.1197;0.2841;317.4891;352.9382;9.9972;0.0219;0.4081;1.3036;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:53.3072;270113.136469653;-1.7693;0.0599;4.5794;0.7503;-1.5203;3.8799;3.3446;0.3682;3.7231;-2.5418;3.3789;4.9599;0.8245;5.8181;5.1365;3.3084;3.4416;3.8416;0.6245;0.6250;0.4684;NULL;TRUE;-1;Wall Manager;5.6171;3.7134;6.6306;0.0138;1.2134;-0.2097
test@gmail.com;Sample;0.0322;0.0040;-0.0164;-0.0370;-0.0061;0.0141;7673;0.9001;0.0509;-0.0394;0.3715;0.9276;0.8535;0.4741;0.2163;0.0132;1.2133;-0.2107;352.1914;8.2791;1.0758;0.0857;0.0054;0.0004;0.0006;0.0007;0.0009;-0.2741;0.8869;0.2436;327.8049;337.2511;17.5665;0.1638;0.0429;0.0693;0.5731;0.5191;0.6340;270285.533041;270285.4445795;0.0042;0.0469;0.0076;1.0658;3.8756;6.3547;0.0000;0.0000;0.0000;0.0024;0.0041;0.0018;0.2746;1.1238;0.2822;317.1905;352.2059;10.3223;0.2986;0.7323;0.3251;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:53.3402;270113.136469653;-1.7692;0.0666;4.5803;0.7507;-1.5141;3.8829;3.3446;0.3746;3.7231;-2.5423;3.3859;4.9560;0.8235;5.8261;5.1287;3.3077;3.4483;3.8370;0.6375;0.6110;0.4693;NULL;TRUE;-1;Wall Manager;5.6171;3.7134;6.6306;0.0132;1.2133;-0.2107
test@gmail.com;Sample;0.0322;0.0040;-0.0164;-0.0370;-0.0061;0.0141;7674;0.9001;0.0509;-0.0394;0.3715;0.9276;0.8535;0.4741;0.2163;0.0130;1.2135;-0.2107;352.1260;8.2357;1.1210;0.0654;0.0434;0.0452;0.0010;0.0000;0.0000;-0.2751;0.8869;0.2435;327.8474;337.1129;17.6140;0.0425;0.1381;0.0476;0.5731;0.5191;0.6340;270285.55899;270285.4445795;0.0431;0.0617;0.0047;1.0228;3.9373;6.3500;0.0000;0.0000;0.0000;0.0003;0.0002;0.0011;0.2750;1.1240;0.2833;317.5481;352.8690;9.6437;0.3577;0.6631;0.6785;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:53.3652;270113.136469653;-1.7714;0.0699;4.5803;0.7504;-1.5091;3.8861;3.3426;0.3819;3.7261;-2.5480;3.3889;4.9521;0.8154;5.8324;5.1245;3.3028;3.4556;3.8368;0.6366;0.6121;0.4691;NULL;TRUE;-1;Wall Manager;5.6171;3.7134;6.6306;0.0130;1.2135;-0.2107
test@gmail.com;Sample;0.0322;0.0040;-0.0164;-0.0370;-0.0061;0.0141;7675;0.9245;0.0481;-0.0562;0.3765;0.9247;0.8623;0.4738;0.1784;0.0128;1.2138;-0.2110;351.9979;8.2046;1.1257;0.1281;0.0312;0.0047;0.0008;0.0000;0.0003;-0.2759;0.8869;0.2433;327.8871;336.9479;17.6608;0.0397;0.1650;0.0468;0.5914;0.5303;0.6075;270285.593434;270285.505693;0.0061;0.0025;0.0009;1.0288;3.9399;6.3490;0.0000;0.0000;0.0000;0.0005;0.0002;0.0007;0.2755;1.1238;0.2840;317.7552;353.0531;9.2252;0.2071;0.1841;0.4185;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:53.4002;270113.136469653;-1.7737;0.0800;4.5815;0.7491;-1.4995;3.8922;3.3407;0.3922;3.7294;-2.5517;3.3996;4.9456;0.8106;5.8448;5.1144;3.2996;3.4661;3.8333;0.6500;0.6211;0.4378;NULL;TRUE;-1;Wall Manager;5.6171;3.7134;6.6306;0.0128;1.2138;-0.2110
test@gmail.com;Sample;0.0322;0.0040;-0.0164;-0.0370;-0.0061;0.0141;7676;1.0000;0.0481;-0.0616;0.3808;0.9226;0.8601;0.4772;0.1800;0.0127;1.2140;-0.2111;351.9049;8.1678;1.1015;0.0930;0.0368;0.0242;0.0008;0.0001;0.0001;-0.2767;0.8869;0.2434;327.9019;336.8256;17.7006;0.0148;0.1223;0.0399;0.5852;0.5355;0.6089;270285.62445;270285.51497;0.0083;0.0023;0.0011;1.0372;3.9376;6.3479;0.0000;0.0000;0.0000;0.0006;0.0003;0.0004;0.2749;1.1242;0.2836;317.3788;352.9264;9.0683;0.3764;0.1267;0.1569;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:53.4312;270113.136469653;-1.7773;0.0887;4.5820;0.7457;-1.4925;3.8971;3.3377;0.3984;3.7329;-2.5550;3.4089;4.9400;0.8076;5.8538;5.1071;3.2970;3.4725;3.8318;0.6437;0.6269;0.4389;NULL;TRUE;-1;Wall Manager;5.6171;3.7134;6.6306;0.0127;1.2140;-0.2111
test@gmail.com;Sample;0.0322;0.0040;-0.0164;-0.0370;-0.0061;0.0141;7677;0.9877;0.0478;-0.0684;0.3799;0.9225;0.8633;0.4701;0.1835;0.0128;1.2143;-0.2111;351.8431;8.1613;1.0885;0.0618;0.0064;0.0130;0.0005;0.0002;0.0001;-0.2772;0.8872;0.2435;327.8963;336.7555;17.7023;0.0056;0.0702;0.0017;0.5843;0.5319;0.6129;270285.653596;270285.549333;0.0100;0.0053;0.0002;1.0272;3.9429;6.3477;0.0000;0.0000;0.0000;0.0002;0.0002;0.0002;0.2747;1.1244;0.2834;317.1104;352.8673;8.9329;0.2683;0.0591;0.1354;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:53.4602;270113.136469653;-1.7780;0.0943;4.5830;0.7449;-1.4878;3.9002;3.3371;0.4028;3.7343;-2.5556;3.4150;4.9373;0.8072;5.8598;5.1021;3.2967;3.4770;3.8298;0.6435;0.6244;0.4428;NULL;TRUE;-1;Wall Manager;5.6171;3.7134;6.6306;0.0128;1.2143;-0.2111
test@gmail.com;Sample;0.0322;0.0040;-0.0164;-0.0370;-0.0061;0.0141;7678;0.9877;0.0478;-0.0684;0.3799;0.9225;0.8633;0.4701;0.1835;0.0128;1.2143;-0.2110;351.7714;8.1764;1.0853;0.0718;0.0151;0.0032;0.0004;0.0002;0.0002;-0.2776;0.8874;0.2437;327.9113;336.6539;17.7184;0.0150;0.1016;0.0162;0.5843;0.5319;0.6129;270285.682593;270285.549333;0.0027;0.0031;0.0007;1.0245;3.9460;6.3485;0.0000;0.0000;0.0000;0.0006;0.0004;0.0009;0.2753;1.1240;0.2843;317.3270;353.2840;8.3210;0.2166;0.4167;0.6119;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:53.4892;270113.136469653;-1.7766;0.1001;4.5850;0.7464;-1.4825;3.9035;3.3383;0.4082;3.7346;-2.5545;3.4211;4.9353;0.8081;5.8666;5.0962;3.2975;3.4825;3.8262;0.6435;0.6250;0.4419;NULL;TRUE;-1;Wall Manager;5.6171;3.7134;6.6306;0.0128;1.2143;-0.2110
test@gmail.com;Sample;0.0322;0.0040;-0.0164;-0.0377;-0.0066;0.0132;7679;0.9584;0.0497;-0.0616;0.3915;0.9181;0.8477;0.4878;0.2083;0.0131;1.2144;-0.2109;351.7672;8.1877;1.0606;0.0042;0.0113;0.0248;0.0001;0.0004;0.0000;-0.2777;0.8878;0.2437;327.8946;336.5565;17.7820;0.0168;0.0974;0.0636;0.5648;0.5441;0.6205;270285.719496;270285.6303715;0.0113;0.0072;0.0003;1.0358;3.9388;6.3488;0.0000;0.0000;0.0000;0.0007;0.0009;0.0007;0.2760;1.1231;0.2850;317.4789;353.6480;8.1081;0.1519;0.3640;0.2130;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:53.5262;270113.136469653;-1.7762;0.1015;4.5855;0.7461;-1.4822;3.9039;3.3387;0.4074;3.7344;-2.5526;3.4229;4.9355;0.8110;5.8670;5.0957;3.2992;3.4817;3.8256;0.6251;0.6376;0.4503;NULL;TRUE;-1;Wall Manager;5.6171;3.7134;6.6306;0.0131;1.2144;-0.2109
test@gmail.com;Sample;0.0322;0.0040;-0.0164;-0.0377;-0.0066;0.0132;7680;0.9446;0.0504;-0.0616;0.3915;0.9181;0.8385;0.5015;0.2131;0.0133;1.2143;-0.2107;351.8525;8.2408;1.0391;0.0854;0.0531;0.0215;0.0005;0.0007;0.0001;-0.2772;0.8885;0.2436;327.7816;336.6537;17.7033;0.1130;0.0972;0.0787;0.5522;0.5510;0.6256;270285.749297;270285.6390925;0.0118;0.0139;0.0014;1.0476;3.9249;6.3502;0.0000;0.0000;0.0000;0.0003;0.0005;0.0005;0.2757;1.1225;0.2854;317.6043;353.4858;7.8206;0.1254;0.1621;0.2875;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:53.5562;270113.136469653;-1.7724;0.0956;4.5856;0.7483;-1.4886;3.8995;3.3419;0.3997;3.7305;-2.5466;3.4170;4.9410;0.8185;5.8589;5.1017;3.3043;3.4740;3.8261;0.6139;0.6440;0.4565;NULL;TRUE;-1;Wall Manager;5.6171;3.7134;6.6306;0.0133;1.2143;-0.2107
test@gmail.com;Sample;0.0322;0.0040;-0.0164;-0.0377;-0.0066;0.0132;7681;1.0000;0.0516;-0.0577;0.3911;0.9185;0.8342;0.5012;0.2299;0.0136;1.2142;-0.2105;351.9275;8.2805;0.9728;0.0750;0.0397;0.0663;0.0004;0.0005;0.0001;-0.2768;0.8889;0.2437;327.7545;336.7319;17.7300;0.0271;0.0782;0.0267;0.5427;0.5473;0.6371;270285.777427;270285.677683;0.0064;0.0085;0.0014;1.0411;3.9164;6.3516;0.0000;0.0000;0.0000;0.0005;0.0005;0.0005;0.2752;1.1220;0.2859;317.7150;353.2735;7.8172;0.1107;0.2124;0.0033;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:53.5842;270113.136469653;-1.7711;0.0925;4.5855;0.7472;-1.4943;3.8963;3.3432;0.3908;3.7280;-2.5407;3.4144;4.9450;0.8278;5.8517;5.1067;3.3097;3.4649;3.8271;0.6074;0.6404;0.4701;NULL;TRUE;-1;Wall Manager;5.6171;3.7134;6.6306;0.0136;1.2142;-0.2105
test@gmail.com;Sample;0.0322;0.0040;-0.0164;-0.0377;-0.0066;0.0132;7682;0.8914;0.0518;-0.0563;0.3895;0.9193;0.8332;0.5014;0.2330;0.0138;1.2141;-0.2104;351.9686;8.3278;0.9602;0.0411;0.0473;0.0126;0.0003;0.0003;0.0001;-0.2764;0.8892;0.2437;327.7079;336.7558;17.7206;0.0465;0.0239;0.0094;0.5412;0.5458;0.6396;270285.806321;270285.6882115;0.0090;0.0079;0.0009;1.0321;3.9084;6.3524;0.0000;0.0000;0.0000;0.0003;0.0005;0.0001;0.2749;1.1215;0.2858;317.6714;353.2347;8.0120;0.0436;0.0387;0.1948;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:53.6132;270113.136469653;-1.7674;0.0897;4.5863;0.7498;-1.4975;3.8940;3.3463;0.3869;3.7249;-2.5357;3.4116;4.9486;0.8337;5.8477;5.1093;3.3138;3.4610;3.8261;0.6069;0.6387;0.4729;NULL;TRUE;-1;Wall Manager;5.6171;3.7134;6.6306;0.0138;1.2141;-0.2104
test@gmail.com;Sample;NULL;NULL;NULL;NULL;NULL;NULL;7683;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0141;1.2139;-0.2103;352.0571;8.4067;0.9511;0.0885;0.0789;0.0091;0.0004;0.0003;0.0002;-0.2760;0.8895;0.2439;327.6555;336.8055;17.6875;0.0524;0.0497;0.0331;NULL;NULL;NULL;NULL;NULL;0.0045;0.0073;0.0016;1.0276;3.9011;6.3541;0.0000;0.0000;0.0000;0.0000;0.0005;0.0003;0.2749;1.1211;0.2861;317.8397;353.3946;7.8429;0.1683;0.1598;0.1691;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:53.6432;NULL;-1.7610;0.0830;4.5871;0.7547;-1.5040;3.8890;3.3516;0.3796;3.7193;-2.5275;3.4047;4.9556;0.8430;5.8393;5.1153;3.3204;3.4536;3.8252;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
test@gmail.com;Sample;NULL;NULL;NULL;NULL;NULL;NULL;7684;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0145;1.2138;-0.2102;352.1525;8.4983;0.9437;0.0953;0.0916;0.0074;0.0003;0.0001;0.0000;-0.2757;0.8896;0.2439;327.6872;336.8127;17.7331;0.0317;0.0073;0.0455;NULL;NULL;NULL;NULL;NULL;0.0004;0.0074;0.0006;1.0281;3.8937;6.3547;0.0000;0.0000;0.0000;0.0001;0.0003;0.0001;0.2748;1.1207;0.2860;317.9154;353.2153;7.8565;0.0757;0.1793;0.0136;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:53.6762;NULL;-1.7535;0.0757;4.5882;0.7605;-1.5111;3.8835;3.3579;0.3718;3.7128;-2.5182;3.3971;4.9632;0.8535;5.8302;5.1216;3.3281;3.4457;3.8237;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
test@gmail.com;Sample;NULL;NULL;NULL;NULL;NULL;NULL;7685;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0150;1.2136;-0.2100;352.2574;8.6574;0.9057;0.1050;0.1591;0.0379;0.0003;0.0001;0.0000;-0.2754;0.8897;0.2439;327.6447;336.8590;17.7195;0.0425;0.0463;0.0135;NULL;NULL;NULL;NULL;NULL;0.0024;0.0051;0.0007;1.0257;3.8886;6.3554;0.0000;0.0000;0.0000;0.0001;0.0002;0.0002;0.2747;1.1205;0.2858;317.8745;353.1433;7.8593;0.0409;0.0720;0.0028;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:53.7123;NULL;-1.7412;0.0689;4.5911;0.7695;-1.5190;3.8770;3.3681;0.3618;3.7025;-2.5018;3.3904;4.9739;0.8725;5.8200;5.1274;3.3414;3.4355;3.8187;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
test@gmail.com;Sample;NULL;NULL;NULL;NULL;NULL;NULL;7686;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0153;1.2134;-0.2100;352.3423;8.8066;0.8521;0.0848;0.1493;0.0537;0.0001;0.0001;0.0001;-0.2753;0.8898;0.2437;327.6326;336.9272;17.6742;0.0121;0.0682;0.0454;NULL;NULL;NULL;NULL;NULL;0.0012;0.0037;0.0007;1.0245;3.8849;6.3561;0.0000;0.0000;0.0000;0.0003;0.0003;0.0000;0.2744;1.1202;0.2858;317.9978;352.9580;7.7917;0.1232;0.1852;0.0676;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:53.7433;NULL;-1.7303;0.0643;4.5940;0.7767;-1.5255;3.8715;3.3771;0.3526;3.6930;-2.4862;3.3862;4.9830;0.8913;5.8118;5.1314;3.3542;3.4261;3.8134;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
test@gmail.com;Sample;0.0322;0.0040;-0.0164;-0.0377;-0.0066;0.0132;7687;0.8119;0.0785;0.1339;-0.4552;0.8803;0.7290;0.3865;0.5650;0.0157;1.2132;-0.2098;352.4880;8.8648;0.7629;0.1458;0.0582;0.0892;0.0004;0.0001;0.0001;-0.2749;0.8900;0.2436;327.6013;336.9759;17.6661;0.0313;0.0487;0.0081;0.5203;-0.0548;0.8522;270285.9753;270285.877238;0.0047;0.0049;0.0009;1.0198;3.8800;6.3570;0.0000;0.0000;0.0000;0.0001;0.0002;0.0001;0.2746;1.1200;0.2857;318.0205;352.9300;7.9691;0.0227;0.0281;0.1773;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:53.7815;270113.136469653;-1.7282;0.0565;4.5930;0.7752;-1.5365;3.8649;3.3790;0.3371;3.6886;-2.4774;3.3789;4.9902;0.9049;5.7977;5.1413;3.3621;3.4103;3.8160;0.6459;0.0640;0.7607;NULL;TRUE;-1;Wall Manager;5.6171;3.7134;6.6306;0.0157;1.2132;-0.2098
test@gmail.com;Sample;0.0322;0.0040;-0.0164;-0.0377;-0.0066;0.0132;7688;0.9141;0.0858;0.1610;-0.7351;0.6586;0.7143;0.3432;0.6099;0.0159;1.2130;-0.2095;352.5637;8.9043;0.6674;0.0757;0.0395;0.0955;0.0001;0.0001;0.0000;-0.2748;0.8901;0.2436;327.5850;337.0005;17.6451;0.0163;0.0245;0.0210;0.5596;-0.2634;0.7858;270286.004832;270285.9162755;0.0030;0.0035;0.0005;1.0228;3.8764;6.3575;0.0000;0.0000;0.0000;0.0004;0.0001;0.0000;0.2750;1.1199;0.2858;318.0889;352.9824;7.8667;0.0684;0.0524;0.1023;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:53.8115;270113.136469653;-1.7278;0.0545;4.5928;0.7723;-1.5423;3.8619;3.3795;0.3266;3.6862;-2.4707;3.3778;4.9939;0.9161;5.7903;5.1459;3.3683;3.3998;3.8169;0.6816;-0.1530;0.7155;NULL;TRUE;-1;Wall Manager;5.6171;3.7134;6.6306;0.0159;1.2130;-0.2095
